-39.656	65.3689
-39.5779	65.3408
-39.6525	65.2878
-39.7632	65.2549
-39.9373	65.1416
-40.028	65.1025
-40.2531	65.0489
-40.6676	65.1087
-40.8806	65.082
-41.0844	65.1008
-41.0887	65.0354
-41.0277	64.9875
-40.966	64.8688
-40.8293	64.8781
-40.6555	64.9153
-40.5211	64.8255
-40.4327	64.6732
-40.2784	64.5959
-40.2099	64.5363
-40.1822	64.4799
-40.2785	64.4238
-40.4776	64.3444
-40.6985	64.3297
-40.6864	64.2669
-40.7817	64.2218
-40.9846	64.235
-41.0794	64.2665
-41.1777	64.2814
-41.581	64.2983
-41.175	64.1774
-41.0306	64.121
-40.9663	64.1544
-40.8257	64.1625
-40.6178	64.1317
-40.6523	63.9277
-40.5613	63.7624
-40.5504	63.7252
-40.7715	63.6262
-40.7752	63.5336
-40.9068	63.5079
-41.0487	63.5138
-41.0562	63.4123
-41.1522	63.3489
-41.1352	63.3093
-41.1077	63.2738
-41.1955	63.2092
-41.2747	63.1307
-41.3879	63.0619
-41.4479	63.0689
-41.6279	63.0645
-41.8445	63.0703
-42.0197	63.1596
-42.0924	63.1894
-42.1745	63.2088
-42.143	63.1513
-42.094	63.1167
-41.9323	63.0522
-41.6345	62.9725
-41.6436	62.9159
-41.7232	62.8913
-41.909	62.7371
-41.9749	62.7338
-42.0583	62.694
-42.3156	62.7073
-42.4237	62.7231
-42.7411	62.713
-42.8491	62.7267
-42.9417	62.7202
-42.8553	62.6767
-42.6737	62.6375
-42.4671	62.5982
-42.153	62.5685
-42.1644	62.5122
-42.2432	62.4661
-42.1979	62.3971
-42.2331	62.3477
-42.2481	62.2891
-42.3215	62.1527
-42.2361	62.0592
-42.1431	62.0135
-42.1539	61.9534
-42.1102	61.8572
-42.2497	61.7714
-42.3654	61.7746
-42.5304	61.7553
-42.5853	61.7175
-42.3236	61.6817
-42.3474	61.6174
-42.4188	61.537
-42.4937	61.3628
-42.646	61.0641
-42.717	60.7675
-43.0441	60.5237
-43.16	60.5169
-43.1891	60.5073
-43.3483	60.5198
-43.5983	60.576
-43.792	60.5946
-43.9227	60.5954
-43.9396	60.5674
-43.8312	60.522
-43.6655	60.503
-43.5331	60.473
-43.2957	60.445
-43.213	60.3907
-43.1565	60.3329
-43.1648	60.301
-43.1653	60.2634
-43.1229	60.0612
-43.2348	59.9913
-43.3201	59.9281
-43.6169	59.9369
-43.6685	59.9589
-43.955	60.0255
-43.9374	59.9942
-43.7301	59.9038
-43.6579	59.8586
-43.7062	59.8493
-43.7898	59.8459
-43.9065	59.8155
-44.117	59.8319
-44.1054	59.8777
-44.0655	59.9248
-44.1617	59.9168
-44.2689	59.8929
-44.3312	59.9017
-44.3836	59.8991
-44.4129	59.9226
-44.4535	60.0146
-44.4049	60.0608
-44.2313	60.1803
-44.1761	60.2444
-44.2244	60.2735
-44.3483	60.2048
-44.4764	60.0955
-44.5332	60.0295
-44.6133	60.0167
-44.8122	60.0499
-45.3792	60.2029
-45.3624	60.2959
-45.3678	60.3729
-45.2025	60.3827
-45.0823	60.4162
-44.9747	60.4572
-44.8535	60.5319
-44.7424	60.6553
-44.7567	60.6646
-45.0827	60.5072
-45.2833	60.4545
-45.3805	60.4449
-45.4289	60.4683
-45.5903	60.5188
-45.6952	60.5418
-45.8799	61.0941
-45.8494	61.1812
-45.8702	61.2183
